NAME,SIZE,ROAST,MILK,WHIP,SERVING_SIZE_ml,CALORIES,TOTAL_FAT_g,SATURATED_FAT_g,TRANS_FAT_g,CHOLESTEROL_mg,SODIUM_mg,TOTAL_CARB_g,DIETARY_FIBER_g,SUGAR_g,PROTEIN_g,VIT_A_pcdv,VIT_C_pcdv,CALCIUM_pcdv,IRON_pcdv,CAFFEINE_mg,CALS,PRICE
Caffe Mocha,Grande,NA,Coconut,TRUE,473,320,16,12,0.2,25,135,40,4,32,4,0.08,0,0.02,0.35,175,NA,4.15
Caffe Mocha,Venti,NA,Nonfat,FALSE,591,310,3.5,2,0,10,170,54,5,44,17,0.25,0,0.45,0.4,185,450,4.95
Caffe Mocha,Venti,NA,Nonfat,FALSE,591,310,3.5,2,0,10,170,54,5,44,17,0.25,0,0.45,0.4,185,NA,4.65
Caffe Mocha,Venti,NA,Nonfat,TRUE,591,390,10,6,0.2,35,170,56,5,45,18,0.3,0,0.45,0.4,185,450,4.95
Caffe Mocha,Venti,NA,Nonfat,TRUE,591,390,10,6,0.2,35,170,56,5,45,18,0.3,0,0.45,0.4,185,NA,4.65
Caffe Mocha,Venti,NA,2%,FALSE,591,380,11,7,0.3,30,190,53,5,43,17,0.2,0.02,0.45,0.4,185,450,4.95
Caffe Mocha,Venti,NA,2%,FALSE,591,380,11,7,0.3,30,190,53,5,43,17,0.2,0.02,0.45,0.4,185,NA,4.65
Caffe Mocha,Venti,NA,2%,TRUE,591,450,18,11,0.5,55,190,55,5,45,17,0.3,0.02,0.45,0.4,185,450,4.95
Caffe Mocha,Venti,NA,2%,TRUE,591,450,18,11,0.5,55,190,55,5,45,17,0.3,0.02,0.45,0.4,185,NA,4.65
Caffe Mocha,Venti,NA,Whole,FALSE,591,420,16,9,0.4,40,170,53,5,43,16,0.2,0,0.4,0.4,185,450,4.95
Caffe Mocha,Venti,NA,Whole,FALSE,591,420,16,9,0.4,40,170,53,5,43,16,0.2,0,0.4,0.4,185,NA,4.65
Caffe Mocha,Venti,NA,Whole,TRUE,591,490,23,13,0.5,65,180,55,5,45,17,0.25,0,0.45,0.4,185,450,4.95
Caffe Mocha,Venti,NA,Whole,TRUE,591,490,23,13,0.5,65,180,55,5,45,17,0.25,0,0.45,0.4,185,NA,4.65
Caffe Mocha,Venti,NA,Soy,FALSE,591,330,9,2.5,0,0,140,46,6,34,15,0.15,0,0.45,0.6,185,450,4.95
Caffe Mocha,Venti,NA,Soy,FALSE,591,330,9,2.5,0,0,140,46,6,34,15,0.15,0,0.45,0.6,185,NA,4.65
Caffe Mocha,Venti,NA,Soy,TRUE,591,400,16,7,0.2,25,150,48,6,35,15,0.25,0,0.45,0.6,185,450,4.95
Caffe Mocha,Venti,NA,Soy,TRUE,591,400,16,7,0.2,25,150,48,6,35,15,0.25,0,0.45,0.6,185,NA,4.65
Caffe Mocha,Venti,NA,Coconut,FALSE,591,320,12,10,0,0,170,48,5,38,5,0,0,0.02,0.4,185,450,4.95
Caffe Mocha,Venti,NA,Coconut,FALSE,591,320,12,10,0,0,170,48,5,38,5,0,0,0.02,0.4,185,NA,4.65
Caffe Mocha,Venti,NA,Coconut,TRUE,591,390,19,15,0.2,25,180,50,5,40,5,0.08,0,0.04,0.4,185,450,4.95
Caffe Mocha,Venti,NA,Coconut,TRUE,591,390,19,15,0.2,25,180,50,5,40,5,0.08,0,0.04,0.4,185,NA,4.65
Iced Caffe Mocha,Tall,NA,Nonfat,FALSE,354,150,2,1,0,5,65,27,3,22,7,0.08,0,0.15,0.25,95,260,4.15
Iced Caffe Mocha,Tall,NA,Nonfat,TRUE,354,240,10,6,0.2,30,75,30,3,23,7,0.15,0,0.2,0.25,95,260,4.15
Iced Caffe Mocha,Tall,NA,2%,FALSE,354,180,4.5,3,0.1,10,70,27,3,21,7,0.08,0,0.15,0.25,95,260,4.15
Iced Caffe Mocha,Tall,NA,2%,TRUE,354,260,12,8,0.4,40,80,29,3,23,7,0.15,0,0.2,0.25,95,260,4.15
Iced Caffe Mocha,Tall,NA,Whole,FALSE,354,190,6,3.5,0.1,15,65,27,3,21,7,0.06,0,0.15,0.25,95,260,4.15
Iced Caffe Mocha,Tall,NA,Whole,TRUE,354,270,14,9,0.4,45,75,29,3,23,7,0.15,0,0.15,0.25,95,260,4.15
Iced Caffe Mocha,Tall,NA,Soy,FALSE,354,160,4,1.5,0,0,60,25,3,18,6,0.06,0,0.15,0.3,95,260,4.15
Iced Caffe Mocha,Tall,NA,Soy,TRUE,354,240,12,6,0.2,30,65,27,3,20,7,0.15,0,0.2,0.3,95,260,4.15
Iced Caffe Mocha,Tall,NA,Coconut,FALSE,354,150,5,4,0,0,65,25,3,19,3,0,0,0.02,0.25,95,260,4.15
Iced Caffe Mocha,Tall,NA,Coconut,TRUE,354,240,13,9,0.2,30,70,27,3,22,3,0.1,0,0.02,0.25,95,260,4.15
Iced Caffe Mocha,Grande,NA,Nonfat,FALSE,473,200,2.5,1.5,0,5,80,36,4,28,9,0.1,0,0.2,0.35,175,350,4.65
Iced Caffe Mocha,Grande,NA,Nonfat,TRUE,473,320,14,8,0.3,45,90,40,4,30,10,0.25,0,0.25,0.35,175,350,4.65
Iced Caffe Mocha,Grande,NA,2%,FALSE,473,230,6,3.5,0.1,15,90,36,4,28,9,0.1,0,0.2,0.35,175,350,4.65
Iced Caffe Mocha,Grande,NA,2%,TRUE,473,350,17,11,0.5,55,100,39,4,30,10,0.2,0,0.2,0.35,175,350,4.65
Iced Caffe Mocha,Grande,NA,Whole,FALSE,473,250,8,4.5,0.2,15,80,36,4,28,9,0.08,0,0.2,0.35,175,350,4.65
Iced Caffe Mocha,Grande,NA,Whole,TRUE,473,360,19,12,0.5,60,95,39,4,30,9,0.2,0,0.2,0.35,175,350,4.65
Iced Caffe Mocha,Grande,NA,Soy,FALSE,473,210,5,2,0,0,75,33,5,24,8,0.06,0,0.2,0.4,175,350,4.65
Iced Caffe Mocha,Grande,NA,Soy,TRUE,473,330,16,9,0.3,40,85,37,5,26,9,0.2,0,0.25,0.4,175,350,4.65
Iced Caffe Mocha,Grande,NA,Coconut,FALSE,473,210,6,5,0,0,80,34,4,26,4,0,0,0.02,0.35,175,350,4.65
Iced Caffe Mocha,Grande,NA,Coconut,TRUE,473,320,18,12,0.3,40,95,37,4,29,4,0.15,0,0.04,0.35,175,350,4.65
Iced Caffe Mocha,Venti,NA,Nonfat,FALSE,709,300,3.5,2.5,0,5,110,53,6,41,13,0.15,0,0.3,0.5,265,450,5.25
Iced Caffe Mocha,Venti,NA,Nonfat,TRUE,709,410,15,9,0.3,45,120,57,6,43,14,0.25,0,0.3,0.5,265,450,5.25
Iced Caffe Mocha,Venti,NA,2%,FALSE,709,340,8,5,0.2,20,120,53,6,41,13,0.15,0,0.3,0.5,265,450,5.25
Iced Caffe Mocha,Venti,NA,2%,TRUE,709,450,19,12,0.5,60,130,56,6,43,13,0.25,0.02,0.3,0.5,265,450,5.25
Iced Caffe Mocha,Venti,NA,Whole,FALSE,709,360,11,6,0.2,25,110,53,6,41,12,0.1,0,0.25,0.5,265,450,5.25
Iced Caffe Mocha,Venti,NA,Whole,TRUE,709,470,22,13,0.5,65,125,56,6,43,13,0.25,0,0.3,0.5,265,450,5.25
Iced Caffe Mocha,Venti,NA,Soy,FALSE,709,310,7,2.5,0,0,100,49,7,35,12,0.1,0,0.3,0.6,265,450,5.25
Iced Caffe Mocha,Venti,NA,Soy,TRUE,709,430,18,10,0.3,40,110,53,7,37,12,0.2,0,0.3,0.6,265,450,5.25
Iced Caffe Mocha,Venti,NA,Coconut,FALSE,709,300,9,7,0,0,115,50,6,38,5,0,0,0.04,0.5,265,450,5.25
Iced Caffe Mocha,Venti,NA,Coconut,TRUE,709,420,20,14,0.3,40,125,53,6,41,6,0.15,0,0.06,0.5,265,450,5.25
Cappuccino,Short,NA,Nonfat,NA,236,50,0.1,0.1,0,5,60,8,0,7,5,0.08,0,0.15,0,75,70,3.35
Cappuccino,Short,NA,2%,NA,236,80,3,1.5,0.1,10,70,8,0,7,5,0.08,0,0.15,0,75,70,3.35
Cappuccino,Short,NA,Whole,NA,236,90,4.5,2.5,0.1,15,60,8,0,7,5,0.06,0,0.15,0,75,70,3.35
Cappuccino,Short,NA,Soy,NA,236,50,1.5,0.2,0,0,40,4,0,3,3,0.04,0,0.1,0.06,75,70,3.35
Cappuccino,Short,NA,Coconut,NA,236,70,4,4,0,0,75,7,0,6,1,0,0,0,0,75,70,3.35
Cappuccino,Tall,NA,Nonfat,NA,354,60,0.1,0.1,0,5,70,9,0,8,6,0.1,0,0.2,0,75,100,3.45
Cappuccino,Tall,NA,2%,NA,354,90,3.5,1.5,0.1,15,80,9,0,8,6,0.1,0,0.2,0,75,100,3.45
Cappuccino,Tall,NA,Whole,NA,354,110,6,3,0.2,15,75,9,0,8,6,0.08,0,0.2,0,75,100,3.45
Cappuccino,Tall,NA,Soy,NA,354,70,3,0.4,0,0,65,7,1,4,5,0.06,0,0.2,0.08,75,100,3.45
Cappuccino,Tall,NA,Coconut,NA,354,100,6,6,0,0,115,11,0,9,1,0,0,0,0,75,100,3.45
Cappuccino,Grande,NA,Nonfat,NA,473,80,0.2,0.1,0,5,90,12,0,10,8,0.15,0,0.25,0,150,140,4.25
Cappuccino,Grande,NA,2%,NA,473,120,4,2,0.1,15,100,12,0,10,8,0.1,0,0.25,0,150,140,4.25
Cappuccino,Grande,NA,Whole,NA,473,140,7,4,0.2,20,90,12,0,10,7,0.1,0,0.2,0,150,140,4.25
Cappuccino,Grande,NA,Soy,NA,473,100,3.5,0.4,0,0,80,9,1,5,7,0.08,0,0.25,0.1,150,140,4.25
Cappuccino,Grande,NA,Coconut,NA,473,130,8,8,0,0,150,14,0,12,1,0,0,0,0,150,140,4.25
Cappuccino,Venti,NA,Nonfat,NA,591,110,0.2,0.2,0,5,120,16,0,14,10,0.2,0,0.3,0,150,200,4.75
Cappuccino,Venti,NA,2%,NA,591,150,6,3,0.2,25,135,16,0,14,10,0.15,0,0.3,0,150,200,4.75
Cappuccino,Venti,NA,Whole,NA,591,190,9,5,0.3,30,125,16,0,14,10,0.15,0,0.3,0,150,200,4.75
Cappuccino,Venti,NA,Soy,NA,591,120,4.5,0.5,0,0,110,11,1,7,9,0.1,0,0.35,0.15,150,200,4.75
Cappuccino,Venti,NA,Coconut,NA,591,170,10,10,0,0,190,18,0,15,2,0,0,0,0,150,200,4.75
Caramel Macchiato,Short,NA,Nonfat,NA,236,100,1,0.5,0,5,70,16,0,15,5,0.1,0,0.15,0,75,120,4.35
Caramel Macchiato,Short,NA,2%,NA,236,120,4,2.5,0.1,15,80,16,0,15,5,0.1,0,0.15,0,75,120,4.35
Caramel Macchiato,Short,NA,Whole,NA,236,140,6,3.5,0.1,20,70,16,0,15,5,0.08,0,0.15,0,75,120,4.35
Caramel Macchiato,Short,NA,Soy,NA,236,100,3,1,0,0,60,14,1,11,4,0.06,0,0.15,0.08,75,120,4.35
Caramel Macchiato,Short,NA,Coconut,NA,236,100,4,3.5,0,0,70,14,0,13,1,0,0,0,0,75,120,4.35
Caramel Macchiato,Tall,NA,Nonfat,NA,354,150,1.5,1,0,10,105,27,0,25,8,0.15,0,0.25,0,75,190,4.45
Caramel Macchiato,Tall,NA,Nonfat,NA,354,150,1.5,1,0,10,105,27,0,25,8,0.15,0,0.25,0,75,NA,3.75
Caramel Macchiato,Tall,NA,2%,NA,354,190,6,3.5,0.2,20,120,26,0,25,8,0.15,0,0.25,0,75,190,4.45
Caramel Macchiato,Tall,NA,2%,NA,354,190,6,3.5,0.2,20,120,26,0,25,8,0.15,0,0.25,0,75,NA,3.75
Caramel Macchiato,Tall,NA,Whole,NA,354,210,9,5,0.2,25,110,26,0,25,8,0.1,0,0.25,0,75,190,4.45
Caramel Macchiato,Tall,NA,Whole,NA,354,210,9,5,0.2,25,110,26,0,25,8,0.1,0,0.25,0,75,NA,3.75
Caramel Macchiato,Tall,NA,Soy,NA,354,160,4.5,1,0,5,95,22,1,19,6,0.1,0,0.25,0.1,75,190,4.45
Caramel Macchiato,Tall,NA,Soy,NA,354,160,4.5,1,0,5,95,22,1,19,6,0.1,0,0.25,0.1,75,NA,3.75
Caramel Macchiato,Tall,NA,Coconut,NA,354,150,6,6,0,5,105,23,0,21,1,0.02,0,0,0,75,190,4.45
Caramel Macchiato,Tall,NA,Coconut,NA,354,150,6,6,0,5,105,23,0,21,1,0.02,0,0,0,75,NA,3.75
Caramel Macchiato,Grande,NA,Nonfat,NA,473,200,1.5,1,0,10,135,36,0,34,11,0.2,0,0.35,0,150,250,4.95
Caramel Macchiato,Grande,NA,Nonfat,NA,473,200,1.5,1,0,10,135,36,0,34,11,0.2,0,0.35,0,150,NA,4.45
Caramel Macchiato,Grande,NA,2%,NA,473,250,7,4.5,0.2,25,150,35,0,33,10,0.2,0.02,0.3,0,150,250,4.95
Caramel Macchiato,Grande,NA,2%,NA,473,250,7,4.5,0.2,25,150,35,0,33,10,0.2,0.02,0.3,0,150,NA,4.45
Caramel Macchiato,Grande,NA,Whole,NA,473,280,11,6,0.3,35,140,35,0,33,10,0.15,0,0.3,0,150,250,4.95
Caramel Macchiato,Grande,NA,Whole,NA,473,280,11,6,0.3,35,140,35,0,33,10,0.15,0,0.3,0,150,NA,4.45
Caramel Macchiato,Grande,NA,Soy,NA,473,210,6,1.5,0,5,120,30,1,26,9,0.15,0,0.35,0.15,150,250,4.95
Caramel Macchiato,Grande,NA,Soy,NA,473,210,6,1.5,0,5,120,30,1,26,9,0.15,0,0.35,0.15,150,NA,4.45
Caramel Macchiato,Grande,NA,Coconut,NA,473,200,8,7,0,5,130,32,0,29,1,0.02,0,0,0,150,250,4.95
Caramel Macchiato,Grande,NA,Coconut,NA,473,200,8,7,0,5,130,32,0,29,1,0.02,0,0,0,150,NA,4.45
Caramel Macchiato,Venti,NA,Nonfat,NA,591,250,1.5,1,0,10,170,45,0,42,13,0.25,0,0.4,0,150,310,5.25
Caramel Macchiato,Venti,NA,Nonfat,NA,591,250,1.5,1,0,10,170,45,0,42,13,0.25,0,0.4,0,150,NA,4.75
Caramel Macchiato,Venti,NA,2%,NA,591,310,9,6,0.3,35,190,44,0,42,13,0.2,0.02,0.4,0,150,310,5.25
Caramel Macchiato,Venti,NA,2%,NA,591,310,9,6,0.3,35,190,44,0,42,13,0.2,0.02,0.4,0,150,NA,4.75
Caramel Macchiato,Venti,NA,Whole,NA,591,350,13,8,0.4,40,170,44,0,42,12,0.2,0,0.4,0,150,310,5.25
Caramel Macchiato,Venti,NA,Whole,NA,591,350,13,8,0.4,40,170,44,0,42,12,0.2,0,0.4,0,150,NA,4.75
Caramel Macchiato,Venti,NA,Soy,NA,591,260,7,1.5,0,5,150,38,1,33,11,0.15,0,0.4,0.2,150,310,5.25
Caramel Macchiato,Venti,NA,Soy,NA,591,260,7,1.5,0,5,150,38,1,33,11,0.15,0,0.4,0.2,150,NA,4.75
Caramel Macchiato,Venti,NA,Coconut,NA,591,250,10,9,0,5,170,39,0,36,1,0.02,0,0,0,150,310,5.25
Caramel Macchiato,Venti,NA,Coconut,NA,591,250,10,9,0,5,170,39,0,36,1,0.02,0,0,0,150,NA,4.75
Iced Caramel Macchiato,Tall,NA,Nonfat,NA,354,140,1.5,1,0,10,100,26,0,24,7,0.15,0,0.25,0,75,180,4.45
Iced Caramel Macchiato,Tall,NA,Nonfat,NA,354,140,1.5,1,0,10,100,26,0,24,7,0.15,0,0.25,0,75,NA,3.75
Iced Caramel Macchiato,Tall,NA,2%,NA,354,180,5,3.5,0.2,20,110,26,0,24,7,0.1,0,0.2,0,75,180,4.45
Iced Caramel Macchiato,Tall,NA,2%,NA,354,180,5,3.5,0.2,20,110,26,0,24,7,0.1,0,0.2,0,75,NA,3.75
Iced Caramel Macchiato,Tall,NA,Whole,NA,354,200,8,4.5,0.2,25,100,26,0,24,7,0.1,0,0.2,0,75,180,4.45
Iced Caramel Macchiato,Tall,NA,Whole,NA,354,200,8,4.5,0.2,25,100,26,0,24,7,0.1,0,0.2,0,75,NA,3.75
Iced Caramel Macchiato,Tall,NA,Soy,NA,354,160,4.5,1.5,0,5,90,22,1,19,6,0.1,0,0.25,0.1,75,180,4.45
Iced Caramel Macchiato,Tall,NA,Soy,NA,354,160,4.5,1.5,0,5,90,22,1,19,6,0.1,0,0.25,0.1,75,NA,3.75
Iced Caramel Macchiato,Tall,NA,Coconut,NA,354,140,6,5,0,5,95,23,0,21,1,0.02,0,0,0,75,180,4.45
Iced Caramel Macchiato,Tall,NA,Coconut,NA,354,140,6,5,0,5,95,23,0,21,1,0.02,0,0,0,75,NA,3.75
Iced Caramel Macchiato,Grande,NA,Nonfat,NA,473,210,2,1.5,0,10,135,37,0,35,10,0.2,0,0.3,0,150,250,4.95
Iced Caramel Macchiato,Grande,NA,Nonfat,NA,473,210,2,1.5,0,10,135,37,0,35,10,0.2,0,0.3,0,150,NA,4.45
Iced Caramel Macchiato,Grande,NA,2%,NA,473,250,7,4.5,0.2,25,150,37,0,34,10,0.15,0,0.3,0,150,250,4.95
Iced Caramel Macchiato,Grande,NA,2%,NA,473,250,7,4.5,0.2,25,150,37,0,34,10,0.15,0,0.3,0,150,NA,4.45
Iced Caramel Macchiato,Grande,NA,Whole,NA,473,280,11,6,0.3,35,140,37,0,34,9,0.15,0,0.3,0,150,250,4.95
Iced Caramel Macchiato,Grande,NA,Whole,NA,473,280,11,6,0.3,35,140,37,0,34,9,0.15,0,0.3,0,150,NA,4.45
Iced Caramel Macchiato,Grande,NA,Soy,NA,473,220,6,2,0,5,125,32,1,28,8,0.15,0,0.3,0.15,150,250,4.95
Iced Caramel Macchiato,Grande,NA,Soy,NA,473,220,6,2,0,5,125,32,1,28,8,0.15,0,0.3,0.15,150,NA,4.45
Iced Caramel Macchiato,Grande,NA,Coconut,NA,473,210,8,7,0,5,130,33,0,30,1,0.02,0,0.02,0,150,250,4.95
Iced Caramel Macchiato,Grande,NA,Coconut,NA,473,210,8,7,0,5,130,33,0,30,1,0.02,0,0.02,0,150,NA,4.45
Iced Caramel Macchiato,Venti,NA,Nonfat,NA,709,290,2.5,1.5,0,15,180,53,0,50,14,0.25,0,0.45,0,225,350,5.45
Iced Caramel Macchiato,Venti,NA,Nonfat,NA,709,290,2.5,1.5,0,15,180,53,0,50,14,0.25,0,0.45,0,225,NA,4.95
Iced Caramel Macchiato,Venti,NA,2%,NA,709,350,9,6,0.3,35,200,53,0,49,13,0.25,0.02,0.4,0,225,350,5.45
Iced Caramel Macchiato,Venti,NA,2%,NA,709,350,9,6,0.3,35,200,53,0,49,13,0.25,0.02,0.4,0,225,NA,4.95
Iced Caramel Macchiato,Venti,NA,Whole,NA,709,390,14,8,0.4,45,190,53,0,49,13,0.2,0,0.4,0,225,350,5.45
Iced Caramel Macchiato,Venti,NA,Whole,NA,709,390,14,8,0.4,45,190,53,0,49,13,0.2,0,0.4,0,225,NA,4.95
Iced Caramel Macchiato,Venti,NA,Soy,NA,709,310,8,2,0,5,170,47,1,40,11,0.15,0,0.45,0.2,225,350,5.45
Iced Caramel Macchiato,Venti,NA,Soy,NA,709,310,8,2,0,5,170,47,1,40,11,0.15,0,0.45,0.2,225,NA,4.95
Iced Caramel Macchiato,Venti,NA,Coconut,NA,709,290,10,9,0,5,170,47,0,43,2,0.02,0,0.02,0,225,350,5.45
Iced Caramel Macchiato,Venti,NA,Coconut,NA,709,290,10,9,0,5,170,47,0,43,2,0.02,0,0.02,0,225,NA,4.95
Cinnamon Dolce Latte,Tall,NA,Nonfat,FALSE,354,160,0.2,0.1,0,5,110,31,0,30,9,0.15,0,0.3,0,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,Nonfat,TRUE,354,220,6,4,0.2,30,115,33,0,31,9,0.25,0,0.3,0,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,2%,FALSE,354,200,5,2.5,0.2,20,125,30,0,29,9,0.15,0,0.3,0,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,2%,TRUE,354,270,11,6,0.3,45,130,32,0,31,9,0.2,0.02,0.3,0,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,Whole,FALSE,354,230,8,5,0.3,25,110,30,0,29,8,0.1,0,0.25,0,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,Whole,TRUE,354,290,14,9,0.4,50,120,32,0,31,9,0.2,0,0.3,0,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,Soy,FALSE,354,170,4,0.5,0,0,95,26,1,23,7,0.1,0,0.3,0.15,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,Soy,TRUE,354,240,10,4.5,0.2,20,100,28,1,25,8,0.15,0,0.3,0.15,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,Coconut,FALSE,354,160,6,6,0,0,110,27,0,26,1,0,0,0,0,75,NA,3.65
Cinnamon Dolce Latte,Tall,NA,Coconut,TRUE,354,230,12,9,0.2,20,115,29,0,28,1,0.06,0,0.02,0,75,NA,3.65
Cinnamon Dolce Latte,Grande,NA,Nonfat,FALSE,473,210,0.3,0.2,0,5,135,40,0,38,11,0.2,0,0.35,0,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,Nonfat,TRUE,473,280,7,4.5,0.2,30,140,43,0,40,12,0.25,0,0.35,0,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,2%,FALSE,473,260,6,3,0.2,25,150,40,0,38,11,0.2,0.02,0.35,0,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,2%,TRUE,473,330,13,8,0.4,50,160,42,0,40,12,0.25,0.02,0.35,0,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,Whole,FALSE,473,300,10,6,0.3,30,140,40,0,38,11,0.15,0,0.35,0,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,Whole,TRUE,473,370,17,10,0.5,60,150,42,0,40,11,0.25,0,0.35,0,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,Soy,FALSE,473,220,5,0.5,0,0,120,34,1,30,9,0.1,0,0.35,0.15,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,Soy,TRUE,473,300,12,5,0.2,25,125,37,1,32,10,0.2,0,0.35,0.15,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,Coconut,FALSE,473,210,7,7,0,0,140,36,0,33,1,0,0,0,0,150,NA,4.25
Cinnamon Dolce Latte,Grande,NA,Coconut,TRUE,473,290,14,11,0.2,25,150,38,0,36,2,0.08,0,0.02,0,150,NA,4.25
Cinnamon Dolce Latte,Venti,NA,Nonfat,FALSE,591,270,0.3,0.2,0,10,180,51,0,49,15,0.25,0,0.45,0,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,Nonfat,TRUE,591,340,7,4.5,0.2,35,190,54,0,51,15,0.35,0,0.5,0.02,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,2%,FALSE,591,330,8,4,0.2,35,200,50,0,48,15,0.25,0.02,0.45,0,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,2%,TRUE,591,410,15,9,0.5,60,210,53,0,50,15,0.3,0.02,0.45,0,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,Whole,FALSE,591,380,14,8,0.4,40,180,50,0,48,14,0.2,0,0.45,0,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,Whole,TRUE,591,450,21,12,0.5,70,190,53,0,50,14,0.3,0,0.45,0.02,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,Soy,FALSE,591,280,6,1,0,0,160,43,2,38,12,0.15,0,0.45,0.2,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,Soy,TRUE,591,360,13,5,0.2,25,160,46,2,40,12,0.25,0,0.5,0.2,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,Coconut,FALSE,591,270,10,9,0,0,180,45,0,42,2,0,0,0,0,150,NA,4.65
Cinnamon Dolce Latte,Venti,NA,Coconut,TRUE,591,350,17,14,0.2,25,190,47,0,45,2,0.08,0,0.02,0,150,NA,4.65
Espresso,Solo,NA,NA,NA,NA,5,0,0,0,0,0,1,0,0,0,0,0,0,0,75,5,2.45
Espresso,Doppio,NA,NA,NA,NA,10,0,0,0,0,0,2,0,0,1,0,0,0,0,150,10,2.65
